,Start Date,End Date,High,Low,Entry Above High,Entry Below Low,Stop Loss Above Entry,Stop Loss Below Entry,Target Profit Above Entry,Target Profit Below Entry,Entry Date,Position,Entry_value,Exit Date,Result,Profit/Loss,stop loss value,Target Profit value
161,2023-07-18 12:45:00,2023-07-18 13:15:00,45653.7,45405.0,45653.7,45405.0,45405.0,45653.7,46026.74999999999,45031.950000000004,,,,,,,,
162,2023-07-18 13:15:00,2023-07-18 13:45:00,45580.0,45414.9,45580.0,45414.9,45414.9,45580.0,45827.649999999994,45167.25,,,,,,,,
