,symboltoken,symbolname,instrumenttype,priceden,pricenum,genden,gennum,precision,multiplier,boardlotsize,exchange,producttype,tradingsymbol,symbolgroup,strikeprice,optiontype,expirydate,lotsize,cfbuyqty,cfsellqty,cfbuyamount,cfsellamount,buyavgprice,sellavgprice,avgnetprice,netvalue,netqty,totalbuyvalue,totalsellvalue,cfbuyavgprice,cfsellavgprice,totalbuyavgprice,totalsellavgprice,netprice,buyqty,sellqty,buyamount,sellamount,pnl,realised,unrealised,ltp,close
0,37192,BANKNIFTY,OPTIDX,1.00,1.00,1.00,1.00,2,-1,1,NFO,INTRADAY,BANKNIFTY20JUL2345800PE,XX,45800.0,PE,20JUL2023,25,0,0,0.00,0.00,361.10,263.45,0.00,-2441.25,0,9027.50,6586.25,0.00,0.00,361.10,263.45,0.00,25,25,9027.50,6586.25,-2441.25,-2441.25,0.00,205.05,445.85
