,Start Date,End Date,High,Low,Entry Above High,Entry Below Low,Stop Loss Above Entry,Stop Loss Below Entry,Target Profit Above Entry,Target Profit Below Entry,Entry Date,Position,Entry_value,Exit Date,Result,Profit/Loss,Target Profit value
7,2023-07-28 09:45:00,2023-07-28 10:15:00,45526.3,45376.2,45526.3,45376.2,45376.2,45526.3,45751.45000000001,45151.04999999999,,,,,,,
8,2023-07-28 10:15:00,2023-07-28 10:45:00,45521.05,45376.2,45521.05,45376.2,45376.2,45521.05,45738.32500000001,45158.92499999999,,,,,,,
