,symboltoken,symbolname,instrumenttype,priceden,pricenum,genden,gennum,precision,multiplier,boardlotsize,exchange,producttype,tradingsymbol,symbolgroup,strikeprice,optiontype,expirydate,lotsize,cfbuyqty,cfsellqty,cfbuyamount,cfsellamount,buyavgprice,sellavgprice,avgnetprice,netvalue,netqty,totalbuyvalue,totalsellvalue,cfbuyavgprice,cfsellavgprice,totalbuyavgprice,totalsellavgprice,netprice,buyqty,sellqty,buyamount,sellamount,pnl,realised,unrealised,ltp,close
0,60511,BANKNIFTY,OPTIDX,1.00,1.00,1.00,1.00,2,-1,1,NFO,CARRYFORWARD,BANKNIFTY31AUG2345800CE,XX,45800.0,CE,31AUG2023,15,30,0,28890.74,0.00,0.00,0.00,0.00,-28890.74,30,28890.74,0.00,963.02,0.00,963.02,0.00,963.02,0,0,0.00,0.00,1836.90,-0.00,1836.90,1024.25,1543.3
