2023-07-26 09:35:39.955704,45867.1
2023-07-26 09:36:06.009136,45851.3
2023-07-26 09:36:22.761393,45838.65
2023-07-26 19:52:46.458782,46062.35
2023-07-26 19:56:40.083619,46062.35
2023-07-26 19:59:19.319475,46062.35
2023-07-26 20:01:51.689652,46062.35
2023-07-26 20:08:24.885080,46062.35
2023-07-26 20:14:10.237783,46062.35
2023-07-26 20:25:03.314272,46062.35
2023-07-26 20:26:29.222088,46062.35
2023-07-26 20:30:13.590832,46062.35
2023-07-26 21:11:42.011690,46062.35
2023-07-26 21:17:13.223513,46062.35
2023-07-26 21:21:09.242116,46062.35
2023-07-26 21:47:27.987155,46062.35
2023-07-26 21:51:22.289730,46062.35
2023-07-26 21:58:34.322303,46062.35
2023-07-26 22:02:12.541202,46062.35
2023-07-26 22:03:44.888074,46062.35
2023-07-26 22:06:02.764711,46062.35
2023-07-26 22:08:49.065838,46062.35
2023-07-26 22:10:27.887631,46062.35
2023-07-26 22:14:56.387021,46062.35
2023-07-26 22:17:05.411520,46062.35
2023-07-26 22:19:40.166404,46062.35
2023-07-28 12:35:12.321804,45390.65
2023-07-28 12:48:27.013602,45361.5
2023-07-28 12:55:33.147861,45336.45
2023-07-28 12:56:45.900528,45344.25
2023-07-28 12:58:30.797241,45345.55
2023-07-28 13:03:43.302981,45368.45
2023-07-28 13:12:30.152738,45373.6
2023-07-28 13:15:49.461937,45364.6
2023-07-28 13:20:11.091749,45365.0
2023-07-28 14:30:01.406447,45373.75
2023-07-28 14:38:35.838071,45301.1
2023-07-28 14:53:14.197095,45387.2
2023-07-28 15:12:18.546790,45503.75
2023-07-28 15:15:56.057215,45501.1
2023-07-28 15:32:39.513143,45468.1
2023-07-28 15:40:40.903467,45468.1
2023-07-28 15:43:00.629809,45468.1
2023-07-28 15:44:28.733984,45468.1
2023-07-28 15:46:44.185370,45468.1
2023-07-28 15:50:22.920095,45468.1
2023-07-28 15:51:44.260210,45468.1
