,Start Date,End Date,High,Low,Entry Above High,Entry Below Low,Stop Loss Above Entry,Stop Loss Below Entry,Target Profit Above Entry,Target Profit Below Entry,Entry Date,Position,Entry_value,Exit Date,Result,Profit/Loss,stop loss value,Target Profit value
167,2023-07-19 13:15:00,2023-07-19 13:45:00,45668.1,45554.8,45668.1,45554.8,45554.8,45668.1,45838.04999999999,45384.850000000006,,,,,,,,
168,2023-07-19 14:15:00,2023-07-19 14:45:00,45704.3,45515.6,45704.3,45515.6,45515.6,45704.3,45987.350000000006,45232.54999999999,,,,,,,,
